Date,BERNALILLO,CATRON,CHAVES,CIBOLA,COLFAX,CURRY,DEBACA,DONA ANA,EDDY,GRANT,GUADALUPE,HARDING,HIDALGO,LEA,LINCOLN,LOS ALAMOS,LUNA,MCKINLEY,MORA,OTERO,QUAY,RIO ARRIBA,ROOSEVELT,SANDOVAL,SAN JUAN,SAN MIGUEL,SANTA FE,SIERRA,SOCORRO,TAOS,TORRANCE,UNION,VALENCIA
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2020-03-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
2020-03-13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
2020-03-14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0
2020-03-15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0
2020-03-16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0
2020-03-17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,1,0,0,0
2020-03-18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,1,0,0,0
2020-03-19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,2,1,0,0,0
2020-03-20,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,7,0,2,2,0,0,0
2020-03-21,32,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,8,0,2,3,0,0,0
2020-03-22,34,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,1,1,10,0,2,3,0,0,0
2020-03-23,38,0,4,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,7,3,1,12,0,2,3,0,0,0
2020-03-24,43,0,4,1,0,1,0,13,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,7,7,1,14,0,2,3,0,0,0
2020-03-25,48,0,4,1,0,1,0,13,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,8,8,1,17,0,2,3,0,0,0
2020-03-26,55,0,4,1,0,1,0,16,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,10,14,1,22,0,2,3,0,0,0
2020-03-27,82,0,4,2,0,1,0,16,2,0,0,0,0,2,0,0,0,5,0,0,0,3,1,15,17,1,29,0,2,8,0,0,1
2020-03-28,93,0,7,2,0,1,0,17,3,0,0,0,0,2,0,0,0,5,0,0,0,3,1,15,18,1,30,0,2,9,0,0,1
2020-03-29,101,0,8,2,0,3,0,17,4,0,0,0,0,2,0,0,0,9,0,0,0,2,1,18,22,1,34,0,2,9,0,0,2
2020-03-30,117,0,10,2,0,3,0,18,4,0,0,0,0,2,0,0,0,12,0,0,0,3,1,23,27,1,38,0,3,10,3,0,5
2020-03-31,129,0,10,2,0,3,0,18,4,0,0,0,0,2,0,0,0,16,0,0,0,4,1,29,32,1,42,0,3,11,3,0,5
2020-04-01,148,1,10,4,0,5,0,21,4,1,0,0,0,2,0,0,0,20,0,1,0,4,1,32,37,1,48,0,3,12,3,0,5
2020-04-02,163,1,13,5,0,6,0,21,4,1,0,0,0,2,0,0,0,24,0,2,0,5,1,40,41,1,48,0,4,13,3,0,5
2020-04-03,202,1,13,8,0,6,0,22,4,1,0,0,0,2,0,0,0,32,0,2,0,5,1,66,50,1,52,0,4,13,3,0,5
2020-04-04,225,1,13,12,0,6,0,23,4,1,0,0,0,2,1,1,0,32,0,2,0,6,1,69,58,1,58,0,4,13,6,0,5
2020-04-05,246,1,13,14,0,6,0,29,4,1,0,0,0,2,1,2,0,40,0,3,0,6,1,103,58,1,62,0,5,13,6,0,7
2020-04-06,262,1,14,14,0,6,0,30,4,3,0,0,0,2,1,2,0,44,0,3,0,6,1,114,83,1,64,0,5,13,6,0,7
2020-04-07,307,1,15,15,0,8,0,35,4,4,0,0,0,2,1,2,0,55,0,3,0,6,1,128,107,1,66,0,5,14,7,0,7
2020-04-08,325,1,16,16,0,8,0,39,6,4,0,0,0,2,1,2,0,70,0,3,0,7,1,143,116,1,68,0,7,14,7,0,8
2020-04-09,369,1,18,21,1,9,0,44,6,4,0,0,0,2,1,4,0,84,0,3,0,7,1,174,126,1,70,0,9,15,8,0,11
2020-04-10,407,1,18,24,1,9,0,44,6,7,0,0,0,2,1,4,2,113,0,3,0,7,1,177,142,1,72,0,10,15,9,0,14
2020-04-11,422,1,19,25,1,9,0,49,6,8,0,0,0,2,1,4,2,140,0,3,1,7,1,199,149,1,74,0,11,15,9,0,15
2020-04-12,440,1,19,25,1,10,0,49,7,9,0,0,0,2,1,5,2,144,0,4,1,7,1,235,151,1,75,0,12,15,10,0,18
2020-04-13,455,1,19,25,2,10,0,50,7,10,0,0,0,2,1,5,2,191,0,3,1,7,1,244,173,1,76,0,14,15,10,0,20
2020-04-14,464,1,19,28,2,10,0,50,7,10,0,0,0,2,1,6,2,204,0,3,1,10,1,253,192,2,76,0,15,15,12,0,21
2020-04-15,477,1,19,29,2,10,0,54,7,11,0,0,0,2,1,6,2,242,0,3,1,10,1,262,200,2,78,0,16,15,12,0,21
2020-04-16,491,1,19,30,3,10,0,58,7,12,0,0,0,2,1,6,3,265,0,3,1,10,1,293,229,2,79,0,20,15,12,0,24
2020-04-17,514,1,21,32,4,10,0,65,9,13,0,0,0,2,1,6,3,316,0,3,1,10,1,301,243,2,80,0,20,15,12,0,26
2020-04-18,527,1,21,33,4,10,0,67,9,13,1,0,0,2,1,6,3,356,0,3,2,10,1,311,260,2,82,0,20,15,12,0,26
2020-04-19,542,1,21,33,4,10,0,69,9,13,1,0,0,2,1,6,3,363,0,3,2,10,1,315,275,2,83,0,20,15,12,0,29
2020-04-20,566,1,21,33,5,10,0,73,10,14,1,0,0,2,1,6,3,416,0,3,3,11,1,317,293,2,86,0,31,16,13,0,33
2020-04-21,585,1,21,35,5,10,0,76,10,14,1,0,0,2,2,6,3,460,0,3,3,11,1,322,314,2,88,0,34,16,13,0,34
2020-04-22,600,1,21,35,5,10,0,82,11,14,2,0,0,5,2,6,3,519,0,3,3,11,4,341,339,2,93,0,34,16,13,0,35
2020-04-23,631,1,22,38,5,10,0,88,11,14,3,1,0,8,2,6,3,573,0,5,4,11,4,345,390,2,96,0,38,17,13,0,38
2020-04-24,651,1,22,38,5,10,0,94,11,14,7,1,0,10,2,6,3,639,0,5,4,12,4,357,420,2,96,0,39,17,13,0,41
2020-04-25,670,1,22,39,5,11,0,110,11,14,12,1,0,10,2,6,3,708,0,5,4,12,6,365,435,2,96,0,40,17,13,1,41
2020-04-26,688,1,22,41,5,13,0,116,13,14,13,1,0,10,2,6,3,720,0,5,4,14,7,374,442,2,96,0,40,17,14,3,42
2020-04-27,694,1,22,41,5,12,0,126,12,14,13,1,0,10,2,6,3,778,0,5,4,14,7,378,463,2,96,0,40,17,14,3,42
2020-04-28,738,1,22,46,5,13,0,129,12,14,13,1,0,10,2,6,3,820,0,5,4,14,8,383,508,2,98,0,41,17,15,3,42
2020-04-29,765,1,22,47,5,13,0,130,12,14,14,1,0,10,2,6,4,953,0,5,4,14,8,385,576,2,98,1,42,17,15,3,44
2020-04-30,811,1,22,52,5,17,0,144,12,14,14,1,0,10,2,6,5,1027,0,5,4,14,9,389,621,2,100,1,42,18,15,3,45
2020-05-01,830,1,23,63,5,17,0,147,12,14,14,1,0,10,2,6,5,1064,0,5,4,18,9,396,637,2,100,1,43,19,15,3,47
2020-05-02,883,1,23,63,5,18,0,153,13,15,14,1,0,12,2,6,6,1116,0,6,4,22,9,410,710,2,107,1,43,19,16,3,49
2020-05-03,920,1,23,68,5,18,0,159,13,16,15,1,0,12,2,6,7,1144,0,6,4,24,10,416,736,2,107,1,45,20,16,3,50
2020-05-04,944,1,24,69,5,19,0,170,13,15,15,1,0,12,2,6,7,1233,0,8,4,24,10,421,781,2,108,1,46,20,16,3,50
2020-05-05,963,1,25,74,5,20,0,173,13,15,15,1,0,12,2,6,7,1274,0,8,4,24,10,426,806,3,108,1,48,20,17,3,53
2020-05-06,981,2,25,82,5,23,0,180,13,15,15,1,0,14,2,6,7,1337,0,9,4,24,11,432,844,4,110,1,48,20,17,3,55
2020-05-07,1012,2,26,82,5,26,0,197,13,15,15,1,0,14,2,6,7,1402,0,9,4,26,11,439,921,4,110,1,48,20,17,3,54
2020-05-08,1030,2,27,85,5,28,0,206,14,15,15,1,0,14,2,6,7,1460,0,15,4,27,11,451,989,5,110,1,48,20,17,3,55
2020-05-09,1050,2,27,86,5,29,0,212,14,15,15,1,0,14,2,6,7,1508,0,15,4,27,11,452,1015,6,110,1,48,20,18,3,55
2020-05-10,1073,2,27,86,5,29,0,232,14,15,15,1,0,15,2,6,7,1522,0,16,4,27,11,458,1034,6,111,1,48,20,18,3,55
2020-05-11,1086,2,27,86,5,31,0,256,14,15,15,1,0,15,2,6,8,1585,0,31,4,28,11,467,1107,7,112,1,49,20,18,3,57
2020-05-12,1111,2,28,89,5,32,0,256,14,15,17,1,0,15,2,6,8,1628,0,46,5,28,12,474,1149,7,112,1,49,21,19,3,57
2020-05-13,1124,2,30,95,5,34,0,260,14,15,17,1,0,15,2,6,8,1681,0,56,5,28,13,477,1203,7,113,1,49,22,19,3,59
2020-05-14,1149,2,30,102,5,34,0,270,17,16,17,1,0,15,2,6,8,1730,0,60,5,30,14,479,1237,7,113,1,49,22,19,3,60
2020-05-15,1180,2,30,102,5,36,0,281,17,16,19,1,0,15,2,6,8,1787,0,68,5,30,14,483,1274,9,114,1,49,23,19,3,63
2020-05-16,1194,2,30,103,5,40,0,293,17,16,19,1,0,15,3,6,8,1864,0,75,5,31,26,488,1316,10,122,1,49,22,19,3,64
2020-05-17,1210,2,30,104,5,41,0,305,17,16,19,1,0,16,3,6,8,1888,0,75,5,31,26,493,1344,10,123,1,49,22,19,3,66
2020-05-18,1218,2,31,105,5,41,0,320,17,16,19,1,1,18,3,6,8,1953,0,99,5,33,27,495,1376,10,124,1,49,23,19,3,68
2020-05-19,1225,2,31,110,5,43,0,330,17,16,19,1,1,18,3,6,8,1987,0,99,5,33,27,498,1408,10,126,1,49,22,20,3,69
2020-05-20,1254,2,32,113,5,44,0,333,17,16,19,1,1,18,3,6,8,2009,0,118,5,33,26,520,1432,10,127,1,49,22,20,3,70
2020-05-21,1273,2,34,115,5,44,0,373,17,16,19,1,1,21,3,6,8,2044,0,118,5,36,26,528,1451,10,127,1,49,22,20,3,70
2020-05-22,1313,2,35,124,5,45,0,381,17,16,19,1,1,21,3,6,8,2086,0,146,5,36,31,529,1490,10,129,1,49,22,20,3,71
2020-05-23,1326,2,36,124,5,46,0,402,17,16,19,1,1,23,3,6,8,2128,0,183,5,36,33,534,1533,11,130,1,49,23,21,3,70
2020-05-24,1337,2,39,131,5,46,0,418,18,16,19,1,1,23,3,6,8,2192,0,186,5,37,34,543,1558,11,132,1,49,24,22,3,73
2020-05-25,1347,2,40,131,5,46,0,434,19,16,19,1,1,24,3,6,7,2215,0,186,5,37,36,544,1581,15,133,1,49,24,22,3,73
2020-05-26,1362,2,42,132,5,49,0,439,19,15,20,1,1,24,2,6,7,2236,0,192,5,37,36,546,1605,15,133,1,49,24,48,3,74
2020-05-27,1383,2,42,136,5,50,0,450,19,15,20,1,1,24,2,6,7,2270,0,194,5,38,37,551,1642,14,137,1,49,24,50,3,74
2020-05-28,1434,2,42,138,5,51,0,453,21,15,20,1,1,24,2,6,7,2291,0,196,5,41,37,556,1662,14,138,1,50,24,50,3,74
2020-05-29,1445,2,44,141,5,52,0,460,20,15,20,1,1,26,2,6,8,2348,0,204,5,43,37,559,1692,15,137,1,50,25,50,4,75
2020-05-30,1464,2,45,143,5,51,0,471,20,15,20,1,1,26,2,6,8,2406,0,211,5,44,38,566,1715,15,140,1,50,25,50,4,74
2020-05-31,1476,2,47,145,5,52,0,477,22,15,20,1,1,26,2,6,8,2415,0,215,5,47,40,568,1733,15,142,1,50,24,50,4,75
2020-06-01,1486,2,50,145,5,53,0,487,24,15,20,1,1,26,2,6,8,2451,0,215,5,48,42,568,1771,15,144,1,51,29,50,4,75
2020-06-02,1499,2,51,147,5,55,0,490,23,15,20,1,1,26,4,6,9,2480,0,331,5,49,41,572,1813,15,149,1,52,30,50,4,78
2020-06-03,1524,2,50,149,5,56,0,499,23,15,20,1,1,26,5,6,10,2515,0,356,5,52,41,575,1821,15,151,1,52,30,50,4,80
2020-06-04,1543,2,51,150,5,57,0,520,26,15,20,1,1,26,5,6,9,2542,0,467,5,52,42,578,1842,15,151,1,54,31,51,4,81
2020-06-05,1559,2,50,154,5,62,0,546,28,15,20,1,1,29,5,6,11,2617,0,597,5,54,42,579,1893,15,151,1,54,31,52,5,82
2020-06-06,1575,2,49,161,5,62,0,569,30,15,20,1,1,29,5,6,11,2657,0,600,5,54,42,585,1923,15,151,1,55,31,53,5,82
2020-06-07,1592,2,49,168,5,62,0,581,35,15,20,1,1,29,5,6,12,2694,0,601,5,54,42,597,1966,15,156,1,55,31,53,5,82
2020-06-08,1600,2,49,170,5,64,0,598,38,15,20,1,1,32,5,6,12,2746,0,601,5,57,45,600,1990,16,156,1,55,31,53,5,82
2020-06-09,1612,2,48,171,5,64,0,600,38,15,20,1,1,33,5,6,12,2757,0,604,4,57,45,604,1999,16,159,1,55,31,53,5,82
2020-06-10,1623,2,50,172,6,68,0,626,42,15,20,1,1,34,5,6,12,2807,0,604,4,59,46,604,2034,16,161,3,55,31,53,5,85
2020-06-11,1652,2,52,175,6,68,0,643,45,16,20,1,1,35,5,6,20,2822,0,623,4,60,51,607,2043,16,162,3,55,31,52,5,87
2020-06-12,1669,2,53,183,5,71,0,648,46,17,20,1,2,38,5,6,21,2870,0,644,4,60,53,609,2081,16,166,3,55,32,53,5,88
2020-06-13,1682,2,56,186,7,77,0,656,46,16,20,1,3,41,5,6,27,2896,0,654,4,60,53,616,2083,16,171,4,55,32,53,5,88
2020-06-14,1693,2,59,187,7,81,0,669,47,16,20,1,3,42,6,7,28,2912,0,653,4,60,53,630,2098,16,171,4,55,32,53,5,90
2020-06-15,1705,2,59,188,8,83,0,668,47,16,20,1,20,44,6,7,30,2936,0,697,4,59,53,634,2123,16,174,4,55,33,58,5,90
2020-06-16,1733,2,59,189,8,89,0,670,48,16,20,1,23,49,6,7,33,2949,0,700,4,59,53,642,2129,16,179,4,55,33,58,5,94
2020-06-17,1752,2,61,189,8,92,0,687,48,16,20,1,23,55,6,7,33,2968,0,739,4,61,53,651,2140,16,183,4,55,33,58,5,95
2020-06-18,1763,2,61,191,8,97,0,696,49,16,20,1,23,55,7,7,45,2987,0,742,5,66,54,656,2148,18,185,5,55,33,58,5,95
2020-06-19,1777,2,64,197,8,101,0,703,49,16,20,1,26,58,7,7,48,3009,0,749,5,73,54,662,2165,18,189,5,55,33,58,5,96
2020-06-20,1792,2,64,197,9,108,0,711,51,16,20,1,26,66,7,7,50,3041,0,813,5,79,53,672,2173,18,194,5,55,33,60,5,97
2020-06-21,1805,2,64,199,9,110,0,729,53,17,20,1,28,67,7,7,55,3073,0,812,5,79,53,675,2183,18,197,5,56,33,60,5,97
2020-06-22,1828,2,66,200,9,111,0,745,56,17,20,1,39,75,7,7,56,3105,0,854,5,79,54,681,2194,18,202,7,58,35,60,5,98
2020-06-23,1848,2,65,201,9,115,0,751,58,17,20,1,39,79,7,7,58,3155,0,854,5,82,53,685,2235,18,203,7,58,35,62,5,98
2020-06-24,1879,2,69,203,9,123,0,771,61,17,20,1,39,86,8,7,58,3179,0,869,5,86,54,693,2250,18,204,7,58,37,72,6,99
2020-06-25,1937,2,71,207,9,125,0,817,63,17,20,1,40,89,9,7,64,3215,0,871,5,89,55,701,2268,18,207,9,59,37,74,6,100
2020-06-26,1987,2,79,209,9,132,0,853,62,17,20,1,39,94,11,7,65,3287,0,872,6,91,55,706,2276,20,211,11,59,38,73,7,102
2020-06-27,2021,2,79,210,9,136,0,879,66,18,20,1,46,100,11,7,68,3309,0,872,6,93,55,713,2357,20,219,12,59,39,73,7,105
2020-06-28,2064,2,83,214,9,142,0,906,69,18,20,1,46,106,11,8,73,3336,0,886,6,93,57,716,2392,21,229,12,59,40,74,7,109
2020-06-29,2109,2,89,214,9,153,0,940,78,18,20,1,49,113,11,8,77,3347,0,889,6,96,57,720,2405,21,235,12,60,40,75,7,121
2020-06-30,2143,2,94,215,9,163,0,960,80,18,20,1,49,132,11,8,79,3375,0,895,6,98,59,728,2422,21,238,11,60,42,75,7,126
2020-07-01,2178,2,95,215,9,165,0,968,82,19,20,1,49,134,11,8,80,3395,0,898,6,101,59,731,2460,21,241,12,60,43,75,8,130
2020-07-02,2277,2,100,217,10,182,0,1010,84,20,20,1,54,142,12,8,82,3408,0,900,6,105,62,740,2472,22,247,13,60,43,75,8,138
2020-07-03,2331,2,105,224,10,186,0,1050,92,21,20,1,54,147,13,8,93,3450,0,911,6,106,68,753,2494,22,254,13,60,46,86,8,142
2020-07-04,2410,2,112,234,10,190,0,1105,102,22,20,1,58,172,13,8,97,3483,0,919,6,106,70,761,2515,22,260,14,60,48,89,8,146
2020-07-05,2471,2,120,236,9,193,0,1139,103,24,20,1,59,187,13,8,101,3502,0,919,6,106,71,761,2542,22,268,14,60,48,91,8,152
2020-07-06,2531,2,127,244,9,199,0,1222,104,24,20,1,60,204,14,9,104,3514,0,923,7,110,72,769,2560,22,276,14,61,49,91,8,157
2020-07-07,2618,2,133,245,9,201,0,1244,107,24,20,1,61,211,14,11,112,3525,0,927,8,119,74,776,2594,23,284,14,61,49,91,8,161
2020-07-08,2717,2,147,246,9,207,0,1296,116,27,20,1,62,223,16,11,113,3548,0,934,9,124,74,793,2612,23,294,14,61,51,90,8,169
2020-07-09,2816,2,151,247,9,227,0,1317,122,29,20,1,64,230,18,11,113,3567,0,937,12,128,76,802,2628,23,303,14,61,51,90,8,174
2020-07-10,2886,2,158,248,9,235,0,1361,125,30,20,1,72,262,19,11,115,3600,1,942,12,136,78,813,2659,25,323,14,62,51,90,8,181
2020-07-11,2966,3,160,250,9,247,0,1389,138,32,20,1,72,269,22,11,122,3614,2,944,14,137,78,821,2687,25,329,14,63,52,90,8,184
2020-07-12,3076,3,162,252,9,251,0,1415,140,33,20,1,72,280,24,12,122,3634,3,948,16,139,79,838,2711,26,338,14,64,53,92,8,193
2020-07-13,3134,3,179,254,9,262,0,1498,144,35,20,1,74,285,24,12,128,3657,3,950,16,139,79,847,2731,27,342,16,66,57,92,8,199
2020-07-14,3200,3,184,256,9,267,0,1547,150,41,20,1,75,291,25,13,132,3679,2,954,17,140,81,853,2742,28,353,16,65,59,92,14,205
2020-07-15,3362,3,186,259,10,271,0,1582,154,44,20,1,75,299,29,13,133,3689,2,956,19,147,83,867,2766,28,381,17,65,61,92,14,213
2020-07-16,3464,4,188,262,10,282,0,1621,167,46,24,1,76,322,32,14,135,3709,2,961,19,156,83,883,2782,29,390,17,64,65,92,14,224
2020-07-17,3578,4,189,262,11,291,0,1656,168,47,24,1,77,333,32,14,140,3724,3,968,22,193,84,895,2808,30,397,17,63,69,92,14,250
2020-07-18,3679,4,197,262,11,301,0,1699,173,47,24,1,78,343,34,14,144,3743,3,975,22,195,86,905,2829,31,408,19,64,69,93,14,269
2020-07-19,3775,4,197,265,11,302,0,1728,181,49,24,1,78,378,36,14,145,3754,3,977,22,199,89,919,2834,32,418,20,65,69,94,14,274
